Round 1
PlayerID,GroupID,Choice,Payoff,Period,Round,Theta,X,Practice,x,Q
1,1,0,87.13444160798313,1,1,100,99.4086138967706,0,87.13444160798313,80
1,1,0,119.57159163785518,2,1,107.27670397468037,115.25468765075911,0,119.57159163785518,80
1,1,0,106.30822195665075,3,1,113.61674095989218,110.18465492525763,0,106.30822195665075,80
1,1,0,130.59828670429974,4,1,111.65304406084255,107.052847037123,0,130.59828670429974,80
1,1,0,154.6742011973961,5,1,115.67265247318049,97.89292631049902,0,154.6742011973961,80
1,1,0,156.30749770105064,6,1,119.8473381927723,139.60376464788834,0,156.30749770105064,80
1,1,0,142.73480035188152,7,1,120.33304334291972,97.84236035839024,0,142.73480035188152,80
1,1,0,110.45701839995112,8,1,105.70123776220626,105.13252458410089,0,110.45701839995112,80
1,1,0,109.17687007077406,9,1,105.15489148468973,101.4289266952885,0,109.17687007077406,80
1,1,0,94.28768556146048,10,1,113.47331554064058,87.64375848442451,0,94.28768556146048,80
1,1,0,132.2268165573478,11,1,117.17297071542097,124.11445302487411,0,132.2268165573478,80
1,1,0,140.06978642054042,12,1,111.65175998494203,125.94718884448528,0,140.06978642054042,80
1,1,0,73.20028386345126,13,1,111.60797559079082,132.06793003240665,0,73.20028386345126,80
1,1,0,81.31070716464743,14,1,110.021982840163,81.92643579312242,0,81.31070716464743,80
1,1,0,72.86110260984842,15,1,102.58442065799457,88.316188834742,0,72.86110260984842,80
1,1,0,87.22281841966344,16,1,103.06013808312642,123.29159741571124,0,87.22281841966344,80
1,1,0,102.09431599426831,17,1,106.99684311329018,128.9959314856814,0,102.09431599426831,80
1,1,0,174.22231655843044,18,1,111.86908281107279,131.06169979229108,0,174.22231655843044,80
1,1,0,124.5346171635212,19,1,109.25581161571823,107.0853958507989,0,124.5346171635212,80
1,1,0,87.19203085711568,20,1,97.8952265318385,70.32042120599144,0,87.19203085711568,80
1,1,0,66.79895571040333,21,1,92.29022687059847,94.52119758673537,0,66.79895571040333,80
1,1,0,129.6707997783837,22,1,99.78781884017393,108.81625844679785,0,129.6707997783837,80
1,1,0,97.97841558194337,23,1,107.48997642210745,113.54659922855423,0,97.97841558194337,80
1,1,0,112.58283463121587,24,1,112.22716930066898,112.86351203358723,0,112.58283463121587,80
1,1,0,60.787241788757214,25,1,117.99946845085908,122.35824870412407,0,60.787241788757214,80
1,1,0,132.42949472873659,26,1,117.96154448813387,95.33774431527218,0,132.42949472873659,80
1,1,0,55.71338733087225,27,1,126.81744657058675,79.03253719077037,0,55.71338733087225,80
1,1,0,122.5441950508096,28,1,119.82019856632584,123.88784922223604,0,122.5441950508096,80
1,1,0,135.70613352597178,29,1,123.88201852444679,116.24899639846525,0,135.70613352597178,80
1,1,0,119.85355044938069,30,1,126.20571422112458,139.07084034361748,0,119.85355044938069,80
1,1,0,96.6075805687048,31,1,128.6552824863418,109.16532960549935,0,96.6075805687048,80
1,1,0,97.1022593628303,32,1,130.82931259383562,129.0234708442761,0,97.1022593628303,80
1,1,0,130.10326447991366,33,1,129.37598858885133,108.13122697743864,0,130.10326447991366,80
1,1,0,112.38375611898435,34,1,129.46262602825323,129.42910609976255,0,112.38375611898435,80
1,1,0,93.53067849603045,35,1,136.8934765867303,121.41374560834063,0,93.53067849603045,80
1,1,0,149.3404865042777,36,1,135.1957500143501,153.67495623909173,0,149.3404865042777,80
1,1,0,156.88232136529115,37,1,136.4305009803044,140.77954099745534,0,156.88232136529115,80
1,1,0,131.2792217294034,38,1,132.08635403624677,150.72618258129611,0,131.2792217294034,80
1,1,0,106.26525337890041,39,1,117.20100114731473,92.98056541141175,0,106.26525337890041,80
1,1,0,113.97528885720797,40,1,112.36057976965104,101.12350196613615,0,113.97528885720797,80
1,1,0,66.77003806477272,41,1,106.60607796049743,108.75975884995066,0,66.77003806477272,80
1,1,0,110.63167172402208,42,1,106.25605682726446,103.6525176402736,0,110.63167172402208,80
1,1,0,63.005116560990494,43,1,102.16986571220639,119.16197344705427,0,63.005116560990494,80
1,1,0,46.90967468567077,44,1,97.75163645454836,83.78810566275993,0,46.90967468567077,80
1,1,0,105.83399324080065,45,1,92.26859959682272,93.7391042865119,0,105.83399324080065,80
1,1,0,53.43509867007253,46,1,84.42322917966962,99.10213490499663,0,53.43509867007253,80
1,1,0,80.20182389239605,47,1,86.45470441303299,93.92418434739558,0,80.20182389239605,80
1,1,0,96.4452101284873,48,1,85.60877628747599,124.20437324141024,0,96.4452101284873,80
1,1,0,99.55013968825304,49,1,93.89615518304446,95.18897828537281,0,99.55013968825304,80
1,1,0,107.18132377435258,50,1,89.09469394842,111.14807339732391,0,107.18132377435258,80
1,1,0,106.45119375979769,51,1,81.01376035805504,92.07769210446091,0,106.45119375979769,80
1,1,0,96.47166906466185,52,1,85.55039557225305,99.55017313923013,0,96.47166906466185,80
1,1,0,61.143938510992925,53,1,82.33059487454254,114.55349424573106,0,61.143938510992925,80
1,1,0,98.0435614561785,54,1,83.56051805366016,94.14989465213111,0,98.0435614561785,80
1,1,1,19.953267755030225,55,1,76.43224742096471,55.64936631889034,0,19.953267755030225,80
1,1,0,54.21618688581252,56,1,77.54445218996639,53.17261935551061,0,54.21618688581252,80
1,1,0,102.23281653383049,57,1,73.47704130493457,104.9468571678715,0,102.23281653383049,80
1,1,1,73.05070419507186,58,1,82.807626052463,100.67972978961687,0,73.05070419507186,80
1,1,0,74.5259674050544,59,1,84.9632275840885,64.42617947223853,0,74.5259674050544,80
1,1,0,134.44833187491724,60,1,84.1794467551004,94.19097885946596,0,134.44833187491724,80
1,1,0,49.65835086665448,61,1,90.7708966542595,52.79912953075558,0,49.65835086665448,80
1,1,0,76.55268257643777,63,1,97.3570398522465,88.05170572114719,0,97.57643992517961,80
2,1,0,92.38287495781664,1,1,100,99.4086138967706,0,92.38287495781664,80
2,1,0,68.16181181701916,2,1,107.27670397468037,115.25468765075911,0,68.16181181701916,80
2,1,0,80.10801463165782,3,1,113.61674095989218,110.18465492525763,0,80.10801463165782,80
2,1,0,116.29293765613856,4,1,111.65304406084255,107.052847037123,0,116.29293765613856,80
2,1,0,99.25960654333804,5,1,115.67265247318049,97.89292631049902,0,99.25960654333804,80
2,1,0,145.47563480434178,6,1,119.8473381927723,139.60376464788834,0,145.47563480434178,80
2,1,0,74.90182471206086,7,1,120.33304334291972,97.84236035839024,0,74.90182471206086,80
2,1,0,102.28099343572434,8,1,105.70123776220626,105.13252458410089,0,102.28099343572434,80
2,1,0,159.44907261501828,9,1,105.15489148468973,101.4289266952885,0,159.44907261501828,80
2,1,0,108.42507988753019,10,1,113.47331554064058,87.64375848442451,0,108.42507988753019,80
